Sample	total_reads	avg_input_read_length	uniquely_mapped	uniquely_mapped_percent	avg_mapped_read_length	num_splices	num_annotated_splices	num_GTAG_splices	num_GCAG_splices	num_ATAC_splices	num_noncanonical_splices	mismatch_rate	deletion_rate	deletion_length	insertion_rate	insertion_length	multimapped	multimapped_percent	multimapped_toomany	multimapped_toomany_percent	unmapped_mismatches_percent	unmapped_tooshort_percent	unmapped_other_percent	unmapped_mismatches	unmapped_tooshort	unmapped_other
20210610T1400_CBASS_US_MoteOff_Past_4_34_360_RNASeq_2kenkel	15350048.0	296.0	9015871.0	58.74	275.24	1127.0	0.0	990.0	137.0	0.0	0.0	0.24	0.03	1.16	0.06	1.08	124277.0	0.81	672.0	0.0	2.51	37.94	0.0	385294	5823934	0
20210610T1400_CBASS_US_MoteOff_Past_4_34_420_RNASeq_2kenkel	18683671.0	296.0	3840965.0	20.56	274.13	338.0	0.0	338.0	0.0	0.0	0.0	0.25	0.03	1.14	0.06	1.09	62363.0	0.33	523.0	0.0	1.6	77.51	0.0	298922	14480898	0
20210610T1400_CBASS_US_MoteOff_Past_4_34_750_RNASeq_2kenkel	16657303.0	294.0	12326928.0	74.0	273.79	3536.0	0.0	3403.0	112.0	21.0	0.0	0.26	0.03	1.13	0.06	1.08	220415.0	1.32	661.0	0.0	2.3	22.37	0.0	383113	3726186	0
20210610T1400_CBASS_US_MoteOff_Past_4_37_1140_RNASeq_2kenkel	18139145.0	257.0	7877003.0	43.43	217.96	13622.0	0.0	13436.0	177.0	9.0	0.0	0.43	0.03	1.19	0.07	1.11	1202021.0	6.63	2389.0	0.01	7.25	42.68	0.0	1315212	7742520	0
20210610T1400_CBASS_US_MoteOff_Past_4_37_180_RNASeq_2kenkel	19427153.0	271.0	10601276.0	54.57	246.0	3601.0	0.0	3566.0	35.0	0.0	0.0	0.22	0.02	1.12	0.06	1.07	650671.0	3.35	1456.0	0.01	2.57	39.5	0.0	499323	7674427	0
20210610T1400_CBASS_US_MoteOff_Past_4_37_360_RNASeq_2kenkel	19342535.0	297.0	12632547.0	65.31	272.27	23407.0	0.0	23153.0	242.0	12.0	0.0	0.33	0.03	1.12	0.06	1.09	170421.0	0.88	1764.0	0.01	4.57	29.23	0.0	883957	5653846	0
20210610T1400_CBASS_US_MoteOff_Past_4_37_420_RNASeq_2kenkel	17664361.0	293.0	10480935.0	59.33	269.01	14938.0	0.0	14731.0	166.0	41.0	0.0	0.32	0.03	1.18	0.06	1.09	285511.0	1.62	4520.0	0.03	3.92	35.11	0.0	692342	6201053	0
20210610T1400_CBASS_US_MoteOff_Past_4_37_750_RNASeq_2kenkel	18459025.0	271.0	10321120.0	55.91	250.77	9717.0	0.0	9473.0	243.0	1.0	0.0	0.28	0.03	1.14	0.06	1.09	819363.0	4.44	2399.0	0.01	5.31	34.32	0.0	980286	6335857	0
20210610T1400_CBASS_US_MoteOff_Past_4_39_1140_RNASeq_2kenkel	18035413.0	186.0	5312591.0	29.46	70.55	6723.0	0.0	6692.0	31.0	0.0	0.0	0.44	0.03	1.26	0.04	1.14	2973069.0	16.48	3123.0	0.02	7.32	46.72	0.0	1320232	8426398	0
20210610T1400_CBASS_US_MoteOff_Past_4_39_180_RNASeq_2kenkel	16603124.0	271.0	9563782.0	57.6	251.81	6347.0	0.0	6056.0	291.0	0.0	0.0	0.26	0.03	1.13	0.06	1.07	680601.0	4.1	1634.0	0.01	7.53	30.76	0.0	1250170	5106937	0
20210610T1400_CBASS_US_MoteOff_Past_4_39_360_RNASeq_2kenkel	17055562.0	297.0	8016256.0	47.0	267.32	64256.0	0.0	63881.0	356.0	19.0	0.0	0.49	0.04	1.25	0.07	1.13	148905.0	0.87	14747.0	0.09	8.35	43.68	0.01	1424130	7449819	1706
20210610T1400_CBASS_US_MoteOff_Past_4_39_420_RNASeq_2kenkel	20975136.0	210.0	7742720.0	36.91	152.15	52468.0	0.0	52162.0	305.0	1.0	0.0	0.57	0.04	1.32	0.06	1.2	2840904.0	13.54	8690.0	0.04	10.58	38.92	0.0	2219197	8163625	0
20210610T1400_CBASS_US_MoteOff_Past_4_39_750_RNASeq_2kenkel	37617202.0	90.0	18141330.0	48.23	43.81	8896.0	0.0	8744.0	152.0	0.0	0.0	0.29	0.02	1.28	0.02	1.13	11103686.0	29.52	10724.0	0.03	11.21	11.01	0.0	4218361	4143101	0
20210610T1400_CBASS_US_MoteOff_Past_4_T0_0_RNASeq_2kenkel	13286543.0	297.0	9784470.0	73.64	275.15	3204.0	0.0	3069.0	89.0	46.0	0.0	0.25	0.03	1.14	0.05	1.09	119928.0	0.9	1612.0	0.01	2.15	23.29	0.0	285698	3094835	0
20210610T1400_CBASS_US_MoteOff_Past_4_only_seq_RNASeq_2kenkel	18729364.0	295.0	12998829.0	69.4	272.7	3400.0	0.0	3287.0	82.0	31.0	0.0	0.26	0.03	1.14	0.06	1.08	207632.0	1.11	661.0	0.0	2.92	26.56	0.0	546979	4975263	0
20210610T1400_CBASS_US_MoteOff_Past_5_30_1140_RNASeq_2kenkel	24938396.0	281.0	19762164.0	79.24	264.99	3794.0	0.0	3597.0	155.0	42.0	0.0	0.23	0.03	1.11	0.06	1.08	779458.0	3.13	1039.0	0.0	2.39	15.24	0.0	595905	3799830	0
20210610T1400_CBASS_US_MoteOff_Past_5_30_360_RNASeq_2kenkel	20316905.0	294.0	11599003.0	57.09	272.75	6505.0	0.0	6328.0	177.0	0.0	0.0	0.29	0.04	1.22	0.05	1.14	214106.0	1.05	2088.0	0.01	3.08	38.77	0.0	625693	7876015	0
20210610T1400_CBASS_US_MoteOff_Past_5_30_420_RNASeq_2kenkel	14680641.0	298.0	9673637.0	65.89	273.36	5144.0	0.0	4982.0	122.0	40.0	0.0	0.32	0.03	1.21	0.06	1.14	123911.0	0.84	246.0	0.0	2.98	30.28	0.0	437489	4445358	0
20210610T1400_CBASS_US_MoteOff_Past_5_30_750_RNASeq_2kenkel	11376536.0	295.0	9005117.0	79.16	275.31	1915.0	0.0	1844.0	60.0	11.0	0.0	0.26	0.03	1.12	0.06	1.09	129672.0	1.14	400.0	0.0	2.19	17.51	0.0	249165	1992182	0
20210610T1400_CBASS_US_MoteOff_Past_5_34_1140_RNASeq_2kenkel	20183770.0	290.0	7185209.0	35.6	266.87	1695.0	0.0	1653.0	34.0	8.0	0.0	0.31	0.03	1.15	0.07	1.09	276955.0	1.37	669.0	0.0	4.18	58.85	0.0	843622	11877315	0
20210610T1400_CBASS_US_MoteOff_Past_5_34_180_RNASeq_2kenkel	15955628.0	297.0	11072141.0	69.39	273.85	9429.0	0.0	9269.0	141.0	19.0	0.0	0.32	0.04	1.21	0.06	1.14	170385.0	1.07	1604.0	0.01	3.34	26.18	0.0	533076	4178422	0
20210610T1400_CBASS_US_MoteOff_Past_5_34_360_RNASeq_2kenkel	17576608.0	297.0	12873915.0	73.24	274.39	7068.0	0.0	6913.0	127.0	28.0	0.0	0.31	0.04	1.19	0.06	1.12	158582.0	0.9	1226.0	0.01	2.86	22.98	0.0	502812	4040073	0
20210610T1400_CBASS_US_MoteOff_Past_5_34_420_RNASeq_2kenkel	15332515.0	297.0	8430960.0	54.99	275.06	1820.0	0.0	1771.0	49.0	0.0	0.0	0.27	0.03	1.15	0.05	1.09	94371.0	0.62	439.0	0.0	2.22	42.18	0.0	340337	6466408	0
20210610T1400_CBASS_US_MoteOff_Past_5_34_750_RNASeq_2kenkel	15866740.0	296.0	11706450.0	73.78	273.04	3956.0	0.0	3829.0	85.0	42.0	0.0	0.29	0.03	1.15	0.06	1.12	182830.0	1.15	476.0	0.0	2.7	22.36	0.0	428486	3548498	0
20210610T1400_CBASS_US_MoteOff_Past_5_37_1140_RNASeq_2kenkel	14176714.0	280.0	7795834.0	54.99	250.75	16716.0	0.0	16490.0	190.0	36.0	0.0	0.48	0.04	1.28	0.07	1.15	501547.0	3.54	2391.0	0.02	5.78	35.67	0.0	819511	5057431	0
20210610T1400_CBASS_US_MoteOff_Past_5_37_360_RNASeq_2kenkel	19711225.0	297.0	12661900.0	64.24	272.72	21005.0	0.0	20750.0	202.0	53.0	0.0	0.34	0.03	1.2	0.06	1.1	163524.0	0.83	2891.0	0.01	4.91	30.0	0.0	968063	5914847	0
20210610T1400_CBASS_US_MoteOff_Past_5_37_420_RNASeq_2kenkel	18023695.0	289.0	10585605.0	58.73	265.41	12485.0	0.0	12310.0	175.0	0.0	0.0	0.33	0.03	1.2	0.06	1.1	391198.0	2.17	4271.0	0.02	4.22	34.85	0.0	760682	6281939	0
20210610T1400_CBASS_US_MoteOff_Past_5_37_750_RNASeq_2kenkel	17640128.0	295.0	11856591.0	67.21	272.01	15320.0	0.0	15074.0	220.0	26.0	0.0	0.33	0.04	1.2	0.06	1.12	210563.0	1.19	6663.0	0.04	3.89	27.67	0.0	686088	4880223	0
20210610T1400_CBASS_US_MoteOff_Past_5_39_1140_RNASeq_2kenkel	17648141.0	293.0	380612.0	2.16	190.81	1530.0	0.0	1529.0	1.0	0.0	0.0	0.68	0.05	1.23	0.07	1.11	84050.0	0.48	381.0	0.0	2.19	95.17	0.0	386514	16796584	0
20210610T1400_CBASS_US_MoteOff_Past_5_39_180_RNASeq_2kenkel	19113210.0	265.0	10599047.0	55.45	245.56	19981.0	0.0	19448.0	533.0	0.0	0.0	0.39	0.04	1.28	0.06	1.12	958871.0	5.02	6660.0	0.03	6.19	33.3	0.0	1183237	6365395	0
20210610T1400_CBASS_US_MoteOff_Past_5_39_360_RNASeq_2kenkel	19851032.0	266.0	7894154.0	39.77	229.86	39658.0	0.0	39438.0	4.0	216.0	0.0	0.48	0.04	1.27	0.08	1.13	1000756.0	5.04	5834.0	0.03	9.07	46.09	0.0	1800564	9149724	0
20210610T1400_CBASS_US_MoteOff_Past_5_39_420_RNASeq_2kenkel	17637258.0	296.0	8647808.0	49.03	261.98	57901.0	0.0	57352.0	469.0	80.0	0.0	0.55	0.05	1.28	0.08	1.16	221882.0	1.26	6338.0	0.04	7.58	42.09	0.0	1337027	7424203	0
20210610T1400_CBASS_US_MoteOff_Past_5_39_750_RNASeq_2kenkel	27370317.0	270.0	13176014.0	48.14	236.47	70105.0	0.0	69389.0	597.0	119.0	0.0	0.5	0.05	1.29	0.08	1.15	1274395.0	4.66	15725.0	0.06	7.86	39.29	0.0	2151153	10753030	0
20210610T1400_CBASS_US_MoteOff_Past_5_T0_0_RNASeq_2kenkel	46229407.0	297.0	36232081.0	78.37	275.1	11316.0	0.0	10944.0	267.0	105.0	0.0	0.25	0.04	1.13	0.05	1.09	349784.0	0.76	1043.0	0.0	2.18	18.69	0.0	1007636	8638863	0
20210610T1400_CBASS_US_MoteOff_Past_5_only_seq_RNASeq_2kenkel	20214155.0	296.0	15710892.0	77.72	275.12	3886.0	0.0	3758.0	85.0	43.0	0.0	0.24	0.03	1.11	0.06	1.08	201786.0	1.0	514.0	0.0	1.99	19.28	0.0	402394	3898569	0
